standard_ID,element,measured_conc,standard_conc,configuration,measured_ca,standard_ca,measured_ratio,standard_ratio,measured_ratio_log,standard_ratio_log,ratio_id_log
NCS DC60114 Gypsum,S,78427.19666666667,15070,"Dry, WS 10 x 15 mm",98318.8,216411,0.7976826066496607,0.06963601665349728,-0.22604449667827575,-2.6644733648350067,log(S/Ca)
NCS DC60114 Gypsum,Si,11792.308333333334,19448,"Dry, WS 10 x 15 mm",98318.8,216411,0.11993950631347548,0.08986604192947678,-2.120767777362672,-2.4094351404595886,log(Si/Ca)
NCS DC60114 Gypsum,Ti,4.658333333333333,348,"Dry, WS 10 x 15 mm",98318.8,216411,4.7379883942169076e-5,0.001608051346743003,-9.957312808747629,-6.432732176681073,log(Ti/Ca)
NCS DC60116,Fe,454.74,650,"Dry, WS 10 x 15 mm",406.03,550,1.119966504938059,1.1818181818181819,0.11329877855449619,0.16705408466316624,log(Fe/Ca)
NCS DC60116,K,108.57666666666668,506,"Dry, WS 10 x 15 mm",406.03,550,0.2674104540715383,0.92,-1.3189705198221802,-0.08338160893905101,log(K/Ca)
NCS DC60116,Mn,65.31666666666666,12,"Dry, WS 10 x 15 mm",406.03,550,0.16086660263198943,0.02181818181818182,-1.8271798125199659,-3.8250116284385163,log(Mn/Ca)
NCS DC60116,Si,221387.57666666663,460534,"Dry, WS 10 x 15 mm",406.03,550,545.24930834339,837.3345454545455,6.301243136568123,6.730223686515921,log(Si/Ca)
NCS DC60116,Ti,71.82333333333334,120,"Dry, WS 10 x 15 mm",406.03,550,0.17689169109014935,0.21818181818181817,-1.7322176484494645,-1.5224265354444706,log(Ti/Ca)
NCS DC60117 Siliceous Sand and Ore,Fe,293.67333333333335,615,"Dry, WS 10 x 15 mm",693.8933333333333,672,0.4232254717343684,0.9151785714285714,-0.859850211841054,-0.08863607271663171,log(Fe/Ca)
NCS DC60117 Siliceous Sand and Ore,K,2782.945,10460,"Dry, WS 10 x 15 mm",693.8933333333333,672,4.010623630913494,15.56547619047619,1.3889467481577082,2.7450553970957645,log(K/Ca)
NCS DC60117 Siliceous Sand and Ore,Mg,321.505,151,"Dry, WS 10 x 15 mm",693.8933333333333,672,0.4633349025786864,0.22470238095238096,-0.7693051546707704,-1.4929785037082253,log(Mg/Ca)
NCS DC60117 Siliceous Sand and Ore,Mn,69.99666666666667,1936,"Dry, WS 10 x 15 mm",693.8933333333333,672,0.1008752546020522,2.880952380952381,-2.293870628459128,1.0581209273133727,log(Mn/Ca)
